N1,D2,D1,RiseTime,TransientTime,SettlingTime,SettlingMin,SettlingMax,Overshoot,Undershoot,Peak,PeakTime
-6.29447372786358,10.3277875336913,11.5023634313561,1.74774089576874,3.29050490824538,3.3443256979651,-0.546672234681393,-0.493034123116167,0,7.07481281090167,0.546672234681393,5.68406502331753
-8.26751712278039,7.29899651224819,6.16805769819478,2.2904922559026,4.26780404795978,4.29675971249319,-1.33964978843652,-1.20687355804758,0,2.86473114616355,1.33964978843652,7.99620926616818
4.43003562265903,15.0438835463928,52.3642792811465,0.154525720884746,0.536388683672255,0.536388683672255,0.0769266587816038,0.0869553252988148,2.78366421345004,-0,0.0869553252988148,0.387355983181509
-9.29777070398553,11.2820586343816,15.2978119387275,1.4170105497154,2.66318005773664,2.69382894198368,-0.606589890646814,-0.547666577988263,0,4.95066078889671,0.606589890646814,4.16584534655512
-9.14333896485891,12.8565611761164,38.8436651747121,0.542654758994225,1.05708297338391,1.08073021933706,-0.235148144833485,-0.21198847857833,0,11.9603798368126,0.235148144833485,1.69832472119452
7.16227322745569,13.3749680781534,38.6221789650186,0.468447230694088,0.864199160028718,0.864199160028718,0.16727841504183,0.185414078538019,0,-0,0.185414078538019,2.00151428399023
-5.84414659119109,16.1523312554949,62.9178234518332,0.40200865293763,0.833475115302274,0.877423889483433,-0.0927836205241663,-0.0838692521889981,0,32.2226144335415,0.0927836205241663,1.32731911603352
9.28576642851621,17.8312255362633,79.3081038154494,0.257417778566598,0.458504496115302,0.458504496115302,0.105516719245828,0.117083969039748,0,-0,0.117083969039748,1.40466130414677
-3.57470309715547,15.0087259870325,56.3101293433973,0.398991712744124,0.867809784260102,0.938212934138809,-0.0634042398200686,-0.0572962299143071,0,57.3962120609472,0.0634042398200686,1.35713659944923
2.15545960931664,8.26664577989118,11.2209088953207,0.637307984048012,1.53949931944529,1.53949931944529,0.172991092855018,0.191876291783315,0,-0,0.191876291783315,3.21775604759322
-4.12092176039218,3.08755831338311,0.881524683863679,6.96739993068383,12.8525220986033,12.9066310860628,-4.67412736885423,-4.21199795531667,0,1.73845149231867,4.67412736885423,28.5699736359706
9.07657218737692,9.2058960956314,7.99839256380327,2.26760416695873,4.04042085119537,4.04042085119537,1.02508260053007,1.13476931959993,0,-0,1.13476931959993,10.8572493901906
-3.89657245951634,12.6732152889922,30.1314917629008,0.719793200475937,1.46283924224748,1.54951236300036,-0.129228600947956,-0.116595872294495,0,31.6258308290898,0.129228600947956,2.60737115402697
9.31107838994182,8.20302816749407,16.7406620928755,0.770238377811576,1.29984984362208,1.29984984362208,0.50201431948808,0.555682942711808,0,-0,0.555682942711808,2.16041722563859
-5.31033576298005,9.82072505691442,14.8601076666867,1.20822234147482,2.3377206988713,2.39811908397305,-0.357182242607098,-0.321860353321479,0,11.9508713937536,0.357182242607098,4.38973772002168
0.204712084235379,10.9189921082216,28.7988158645504,0.00601018581571932,1.31630407710398,1.81514416617522,0.00710959702849645,0.0696548759958593,879.90206849067,-0,0.0696548759958593,0.196366569238842
-4.18729661716145,10.3071175898094,20.8312449503983,0.842226335632512,1.69169994972765,1.76565762298282,-0.200924938585023,-0.181019908482961,0,22.6415198877254,0.200924938585023,3.16088545524051
