N1,D2,D1,RiseTime,TransientTime,SettlingTime,SettlingMin,SettlingMax,Overshoot,Undershoot,Peak,PeakTime
-2.0989974539701,9.35587866703778,12.1696129386084,1.418253961638,2.80848029975827,3.00499285889937,-0.172399553385571,-0.155524752676094,0,35.9088270928529,0.172399553385571,5.42369376551253
-8.06467512716069,7.42431446604195,10.9849391254254,1.17815942462993,2.23627447003617,2.26132128133339,-0.733804412347736,-0.66080428858856,0,5.24377436096888,0.733804412347736,4.08851674318428
3.3556274606989,10.362653312415,17.9727397103399,0.690566014147135,1.4341358386908,1.4341358386908,0.168054724905407,0.186665974492322,0,-0,0.186665974492322,3.4876738038972
-5.01630606725574,6.77763105008737,10.2157296301193,1.10904881432393,2.15383841318305,2.19883568268204,-0.490661868514998,-0.442658222426927,0,10.6758497940462,0.490661868514998,3.64325186723078
-6.94458578544817,7.41411140863753,13.4272893134552,0.9044051556082,1.72217030775907,1.74811555835162,-0.516742536880046,-0.465670641139062,0,8.0858631290233,0.516742536880046,2.76676351985424
-9.17323613088968,9.18171050029741,21.071814447373,0.710464686218567,1.34381180682682,1.36222692871948,-0.435331115466205,-0.392793938101352,0,7.48694673079166,0.435331115466205,3.55063080241358
9.89538760569309,10.9499927530298,18.897997931173,1.03484228390555,1.83873964226526,1.83873964226526,0.471837003059697,0.523262682887106,0,-0,0.523262682887106,3.41092667196376
-0.0920614145032306,12.6713070663987,32.5807438817734,0.613091406503973,1.39711702787778,2.25921987571966,-0.00281045581020634,-0.00254737110798778,0,2100.34267970526,0.0593480979859834,0.162204646637611
9.36154413909416,5.43034737380539,3.90296815913965,2.63893235832896,4.71814610153383,4.71814610153383,2.16003570291239,2.39654520074595,0,-0,2.39654520074595,8.43019053689491
-2.29860347405098,11.4525471525341,27.6169178904735,0.669282020951997,1.42473756359738,1.56242258623599,-0.0832261063658962,-0.0751995288256538,0,60.7519450662291,0.0832261063658962,3.21180084641043
-6.36216587928063,5.01897351781093,6.2974988681251,1.31013369379479,2.43757401510752,2.46067955990039,-1.01025513098254,-0.910070234226191,0,5.08592698532019,1.01025513098254,5.68177618705047
6.02236672026538,8.35254521653313,10.4558345806871,1.41455302343199,2.52594670753134,2.52594670753134,0.520593264211254,0.575979989100435,0,-0,0.575979989100435,8.37970763339306
7.42806524724674,3.95400226378645,2.89396658346627,2.43019345042471,4.29507415325937,4.29507415325937,2.31497955014118,2.56325272069691,0,-0,2.56325272069691,7.0676455319116
-8.61052455334249,7.40723475285333,13.6126685607465,0.89403123205381,1.67417861145342,1.69242638666201,-0.632537037339851,-0.571328484904537,0,5.82195627802019,0.632537037339851,4.75370403516993
3.28971120537938,10.6509011013034,8.49571609285048,2.36009369118389,4.25863451429483,4.25863451429483,0.348660950112237,0.386345109103664,0,-0,0.386345109103664,6.76951592137085
-7.42736920543109,8.84033752844783,15.1726121960023,1.01678289754367,1.95380322298806,1.98564483907712,-0.48932921194744,-0.441422625830572,0,7.69375124051984,0.48932921194744,3.66461383441363
3.62788466010129,13.7413158041514,37.7867188065256,0.198842909445487,0.325225355144703,0.325225355144703,0.0868824528827357,0.0965061639368279,0.51728821157091,-0,0.0965061639368279,0.583769655204214
-4.05271325295988,13.7953040604169,47.5675322118712,0.440624256277756,0.937444769671122,0.99894378106789,-0.0851831550081142,-0.0768640679819839,0,43.874357395462,0.0851831550081142,1.75472579861784
2.60438093598224,18.8770548448121,89.0689674988202,0.031741233282093,0.71253716110021,0.71253716110021,0.028836774822836,0.0485121281952341,65.9098755417007,-0,0.0485121281952341,0.148413639405809
