D1,N2,N1,RiseTime,TransientTime,SettlingTime,SettlingMin,SettlingMax,Overshoot,Undershoot,Peak,PeakTime
-7.79228424104104,5.47934562323693,6.7166205760985,1.3872821051273,2.59073761583634,2.61073805021553,-1.1601464654268,-1.04662838431756,0,3.75878001686774,1.1601464654268,7.43767964735717
-8.42152544017166,5.12031576709727,0.35387548425418,31.3583744941504,56.1508160412787,56.1508160412787,-23.7819135123016,-21.4741475195159,0,-0,23.7819135123016,104.497226315854
-7.1906440140402,7.52069159175415,12.8801228435536,0.977723016034243,1.86551404711608,1.89257203140276,-0.557838221718001,-0.50291313146218,0,7.32107212119274,0.557838221718001,3.12503257328119
-0.999791828236405,3.9345649114097,3.44408765040134,1.817706762994,3.8448512833815,4.14190384576982,-0.28993758886089,-0.261309246530455,0,47.5238587933317,0.28993758886089,6.27097408547433
3.2424138094798,14.3044306533561,50.1281117148805,0.0900386571253898,0.798297192842297,0.798297192842297,0.0584540722430692,0.0762701721561845,17.9146134642133,-0,0.0762701721561845,0.262541213559085
1.33743502147796,2.03751785749062,0.336649087036353,12.0009140012834,21.3328419475193,21.3328419475193,3.59219423794971,3.9727842030735,0,-0,3.9727842030735,78.4583831398499
-3.54696118560714,8.40224940280506,10.3002910776213,1.5025498867476,2.92292453512514,3.02351511767679,-0.343745733844331,-0.310021337281005,0,16.1749746898566,0.343745733844331,4.65043686422633
-0.862775953016253,5.84596196959304,4.41055548299639,2.47572858427457,4.91339211846147,5.41469350583372,-0.195214555617339,-0.176360792971111,0,56.2251749856333,0.195214555617339,7.97259319757515
2.38104709635223,14.3529411989989,51.4669974538281,0.0539181945421073,0.890205839369939,0.890205839369939,0.0419128191530054,0.0670920329000101,45.0213014151219,-0,0.0670920329000101,0.210820129495363
2.83216255915506,11.7708699101026,19.5598840241119,0.641059918064376,1.45524620706774,1.45524620706774,0.130416305898625,0.144790121453156,0,-0,0.144790121453156,4.70486124185693
5.52337928274076,11.6111775033575,28.9965559940576,0.501544734546229,0.950743178407978,0.950743178407978,0.172118784722702,0.190254328130893,0,-0,0.190254328130893,1.72070596761646
6.67346694330077,9.54879559427745,22.7939863661964,0.577933811736102,0.99907024248514,0.99907024248514,0.263844542462887,0.292769809790046,0,-0,0.292769809790046,2.70801060354947
6.8622887044974,3.6625708471034,1.51437312690488,4.69892096143505,8.42298957990948,8.42298957990948,4.07940127569987,4.52816378856582,0,-0,4.52816378856582,15.4118881328728
4.74599618551158,10.7320733175387,27.349655060605,0.402438146105701,0.745532308430309,0.745532308430309,0.157092177241281,0.173429152219473,0,-0,0.173429152219473,1.53723825559728
4.62974597868418,7.81407540955521,13.8538766760189,0.773514787136292,1.39558931769923,1.39558931769923,0.301144584338112,0.333874355979764,0,-0,0.333874355979764,2.52346972081385
-5.67037781428772,5.89129367636294,6.62787137393153,1.56251192739003,2.98123354042091,3.0202307099347,-0.855103347222403,-0.770083360706717,0,6.0801977689275,0.855103347222403,5.44994652887501
-2.34912429117559,12.1281913200185,34.4580451473904,0.53844199153854,1.17713483449223,1.29552424571894,-0.068090936170285,-0.0616287910722464,0,69.9439070349637,0.068090936170285,1.91606934546121
0.141375766028753,9.19401735111978,21.0877776699478,0.00562432741837336,1.49772878449917,2.10077069765094,0.00676337554376941,0.081849170249798,1120.87197345153,-0,0.081849170249798,0.220515972026681
1.49097776588093,6.37548576659824,9.96414709773686,0.212617863049707,1.76088976049688,1.76088976049688,0.136722899960259,0.173642236280532,16.0444390434575,-0,0.173642236280532,0.604337980425075
-1.51302197417112,15.4796783534684,59.1301796283158,0.372867493542665,0.876731512176913,1.02620748040012,-0.0255220412184685,-0.0230809466084139,0,163.064886791396,0.0417250139407591,0.10741645748671
3.29229626774821,8.67493843868769,6.66175032962728,2.43088190063954,4.37808190984097,4.37808190984097,0.445116975537081,0.493529695333851,0,-0,0.493529695333851,7.52280154639546
-0.760625954852931,12.0360830048176,36.1165621167067,0.459550434126304,1.12104124443131,1.37143058039843,-0.0210097515665595,-0.0190228348674665,0,266.113371424175,0.0560442980659597,0.145390699487744
5.16584604664267,13.377120211203,43.892945848956,0.244809654471682,0.410704155796645,0.410704155796645,0.106604113895959,0.117863276318037,0.145578445380745,-0,0.117863276318037,0.758226782575687
-0.572298897497072,3.05908195169168,1.12222235685868,5.17144739865951,10.120916128444,10.8983044833095,-0.509780221892595,-0.459277638552142,0,39.2847443453108,0.509780221892595,20.2548690454286
3.42672367659338,7.1814259530523,6.80863860207332,1.82184017252094,3.30936872848109,3.30936872848109,0.453408417748582,0.502752323196804,0,-0,0.502752323196804,5.91477872331251
3.16216137126521,7.9769873703402,10.0116452596689,1.18500481848613,2.2500569481009,2.2500569481009,0.284299101514444,0.315336843180783,0,-0,0.315336843180783,3.8611149461294
5.33225098858321,12.4703744128453,32.6864575764874,0.446494198660272,0.873314526407117,0.873314526407117,0.146864323958345,0.163130323099592,0,-0,0.163130323099592,2.73458021582865
5.36197391173504,16.8796396949008,71.1976243301928,0.131678124688029,0.50821630079399,0.50821630079399,0.068692702001026,0.0780825500537811,3.67995363248033,-0,0.0780825500537811,0.323430437920745
8.94012429488012,12.0431746557208,35.0978430760721,0.495162406572824,0.859123198028983,0.859123198028983,0.230327759738398,0.254475551048376,0,-0,0.254475551048376,1.48109789095668
-1.37561630346767,9.67292462719111,10.0945275129776,1.84854028967788,3.59908841936433,3.93828422572686,-0.136221366185829,-0.122793856801091,0,49.7264971996005,0.136221366185829,7.26365347056449
-6.00078709727688,13.6524686151334,37.1947265276554,0.622975094794561,1.24716194794546,1.29700676451739,-0.161310079015875,-0.145618114332735,0,20.5901764794076,0.161310079015875,2.59757659428595
-7.51505068546707,18.4304085879379,84.5495987123734,0.339287347614714,0.696982265117215,0.728806879908537,-0.0887637380780936,-0.0800655716003984,0,28.2174431175279,0.0887637380780936,1.06479700662684
